gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Male,0,No,Yes,33,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.075351443385678,827.49
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.5562330232494,5656.05
Male,0,No,No,9,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.49691962537175,472.47
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,67.99976370634366,1631.99
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.84801300085849,7477.06
Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,115.6528145381072,6013.95
Female,0,No,No,55,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.450934259657142,1289.8
Male,1,No,No,47,Yes,Yes,No,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.69249454998362,4779.55
Male,0,Yes,No,36,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.021581981742678,900.78
Female,1,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.82231899173746,3131.02
Female,0,Yes,No,33,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.4256711568443,2984.05
Male,0,Yes,No,71,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.224950160377965,3778.97
Female,1,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.77727470558217,2747.99
Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.80943481557703,7397.61
Male,0,No,Yes,21,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.57927396190803,1923.16
Female,0,No,Yes,21,Yes,No,No,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,71.32656141257722,1497.86
Female,0,Yes,Yes,30,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.873191413430416,746.2
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.434247549180824,257.78
Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.1367412589571,1078.06
Female,0,No,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.12813289919985,114.77
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,106.75945046881677,7152.88
Female,0,No,No,59,Yes,No,No,Yes,No,No,No,No,No,Two year,Yes,Mailed check,53.856443524234365,3177.53
Female,0,No,No,26,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.681525869014052,537.72
Female,0,Yes,Yes,0,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.947107526526576,0.0
Male,0,No,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.240748469929912,1601.33
Female,0,Yes,No,12,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,59.63451991518844,715.61
Male,1,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,52.142234699912706,469.28
Female,1,No,No,5,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,97.95829414964204,489.79
Male,0,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.169765584399606,620.75
Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,63.100592460126066,4543.24
Male,1,No,No,28,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.627144691744355,1193.56
Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.48854781067239,5579.18
Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.40863213768851,2249.76
Female,1,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.77240774186056,1211.59
Female,1,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.2135941884211,1092.14
Female,0,No,No,69,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,108.45434602742785,7483.35
Male,0,No,No,29,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.83557335311508,2199.23
Male,0,Yes,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.97346826007958,927.58
Male,0,No,No,31,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.22190314322581,688.88
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,109.41696470823324,1750.67
Male,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),115.015026328174,7706.01
Female,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.487399290853187,1907.09
Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.58801778405681,53.18
Female,1,No,No,15,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.7254971892225,1225.88
Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.47288186543128,1105.2
Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.80957371966537,5051.62
Male,0,Yes,Yes,15,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.46745818723947,1492.01
Male,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,107.24141652620948,4289.66
Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.96110609509259,4690.21
Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,82.2029989614325,739.83
Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,106.19940655387525,5309.97
Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.11061767802946,1796.54
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),77.94044009173172,857.34
Male,0,Yes,No,69,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.92530811730557,3306.85
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.7059827000105,4133.12
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.13943602581244,546.84
Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.40090019835577,1826.22
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.79388649579768,6537.16
Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.58171539577098,7817.88
Male,0,No,No,41,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.63063169070281,2649.86
Male,0,No,No,21,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.96346175027563,1994.23
Male,0,Yes,Yes,50,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),61.13289919679483,3056.64
Female,0,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.041471765239955,757.16
Female,0,Yes,Yes,3,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.08078024937397,108.24
Male,1,Yes,No,64,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.16432555735398,5002.52
Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.027098715040477,736.87
Female,0,No,No,28,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.192565770818288,621.39
Male,0,No,No,20,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.860967670868526,537.22
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,84.93437869445124,4416.59
Female,0,No,No,30,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.96204191848196,1888.86
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,108.55134639490632,3799.3
Female,0,No,No,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.932581976338053,191.46
Male,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.44778726998136,2386.75
Male,1,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.55602807343294,5384.13
Male,1,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.45684520250269,7592.89
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.541319356656075,250.17
Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,120.0,7440.0
Male,0,Yes,No,66,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.681769215720546,1959.0
Male,0,No,Yes,24,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.111476449889572,530.68
Male,0,No,No,17,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.263812473142416,684.48
Female,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),120.0,7680.0
Female,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.17064516029224,0.0
Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,77.58055275944699,5430.64
Male,0,No,No,50,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),120.0,6000.0
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.89032812033942,55.89
Female,0,No,Yes,72,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.5724383070023,1553.22
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.206690592206538,1927.64
Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.1970799486445,0.0
Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),119.95413796225044,3958.49
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,120.0,8640.0
Female,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),101.4955808953785,608.97
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.24681974480731,677.22
Male,1,No,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,95.43758704760732,2004.19
Male,0,No,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.217151584003958,151.3
Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.478949757136007,352.18
Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.650866233169655,533.72
Female,0,No,No,13,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.3097057329455,264.03
Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.087334418380244,0.0
Male,0,No,No,13,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.311848771672974,303.05
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.41571912438624,1097.4
Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,90.87311385850712,817.86
Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,98.95772830145006,1088.54
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),114.26553704298144,8227.12
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.69675388080257,2633.26
Male,0,No,Yes,27,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.005676911877668,621.15
Female,0,No,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.483852013894634,134.9
Female,0,Yes,Yes,59,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.87734231820951,4830.76
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,8640.0
Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,62.631443629300385,2192.1
Female,0,No,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.24311816514608,0.0
Female,0,Yes,Yes,33,Yes,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,105.29474388105102,3474.73
Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.67797865819946,4980.51
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.28468983639164,276.7
Male,0,No,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.832771532082152,1415.47
Male,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.11291259329114,1567.34
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.33351923004169,2328.01
Male,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.64855086089485,41.3
Female,1,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.33577246520284,0.0
Male,0,Yes,No,71,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,79.55923313623192,5648.71
Male,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,101.97062536031528,1631.53
Male,0,No,No,17,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.59802773329375,1115.17
Male,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.05293812875225,5661.65
Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),87.09054776814742,609.63
Female,1,No,No,5,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.99207900814828,119.96
Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.707269322234268,385.61
Male,0,No,No,0,Yes,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.47504278108669,0.0
Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.35121295313598,1148.57
Female,1,No,No,61,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,68.98903977199815,4208.33
Male,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,75.49210913693037,3170.67
Male,0,No,No,42,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,91.21792906078235,3831.15
